ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0009648,photoperiodism,1/5,29/18860,0.0344827586206897,130.068965517241,11.3270078249979,0.0076654322576547,0.0232122244421938,0.0057959532266922,TP53,1
BP,GO:0009649,entrainment of circadian clock,1/5,29/18860,0.0344827586206897,130.068965517241,11.3270078249979,0.0076654322576547,0.0232122244421938,0.0057959532266922,TP53,1
BP,GO:0045717,negative regulation of fatty acid biosynthetic process,1/5,29/18860,0.0344827586206897,130.068965517241,11.3270078249979,0.0076654322576547,0.0232122244421938,0.0057959532266922,BRCA1,1
BP,GO:0045980,negative regulation of nucleotide metabolic process,1/5,29/18860,0.0344827586206897,130.068965517241,11.3270078249979,0.0076654322576547,0.0232122244421938,0.0057959532266922,TP53,1
BP,GO:0060333,type II interferon-mediated signaling pathway,1/5,29/18860,0.0344827586206897,130.068965517241,11.3270078249979,0.0076654322576547,0.0232122244421938,0.0057959532266922,TP53,1
BP,GO:1900543,negative regulation of purine nucleotide metabolic process,1/5,29/18860,0.0344827586206897,130.068965517241,11.3270078249979,0.0076654322576547,0.0232122244421938,0.0057959532266922,TP53,1
BP,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,1/5,30/18860,0.0333333333333333,125.733333333333,11.1339446980386,0.0079289165568796,0.0235675169547806,0.0058846676361998,EGFR,1
BP,GO:0051156,glucose 6-phosphate metabolic process,1/5,30/18860,0.0333333333333333,125.733333333333,11.1339446980386,0.0079289165568796,0.0235675169547806,0.0058846676361998,TP53,1
BP,GO:0060964,regulation of miRNA-mediated gene silencing,1/5,30/18860,0.0333333333333333,125.733333333333,11.1339446980386,0.0079289165568796,0.0235675169547806,0.0058846676361998,TP53,1
BP,GO:1904357,negative regulation of telomere maintenance via telomere lengthening,1/5,30/18860,0.0333333333333333,125.733333333333,11.1339446980386,0.0079289165568796,0.0235675169547806,0.0058846676361998,TP53,1
BP,GO:0033135,regulation of peptidyl-serine phosphorylation,1/5,31/18860,0.032258064516129,121.677419354839,10.9502566351116,0.0081923448849317,0.0241281390446619,0.006024651609683,EGFR,1
BP,GO:1900368,regulation of post-transcriptional gene silencing by regulatory ncRNA,1/5,31/18860,0.032258064516129,121.677419354839,10.9502566351116,0.0081923448849317,0.0241281390446619,0.006024651609683,TP53,1
BP,GO:0006007,glucose catabolic process,1/5,32/18860,0.03125,117.875,10.775206013347,0.0084557172507279,0.0244571194023296,0.0061067960319158,TP53,1
BP,GO:0010575,positive regulation of vascular endothelial growth factor production,1/5,32/18860,0.03125,117.875,10.775206013347,0.0084557172507279,0.0244571194023296,0.0061067960319158,BRCA1,1
BP,GO:0060147,regulation of post-transcriptional gene silencing,1/5,32/18860,0.03125,117.875,10.775206013347,0.0084557172507279,0.0244571194023296,0.0061067960319158,TP53,1
BP,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,1/5,32/18860,0.03125,117.875,10.775206013347,0.0084557172507279,0.0244571194023296,0.0061067960319158,BRCA1,1
BP,GO:0007435,salivary gland morphogenesis,1/5,33/18860,0.0303030303030303,114.30303030303,10.6081340230083,0.0087190336631852,0.0247743467522225,0.0061860057985965,EGFR,1
BP,GO:0060966,regulation of gene silencing by regulatory ncRNA,1/5,33/18860,0.0303030303030303,114.30303030303,10.6081340230083,0.0087190336631852,0.0247743467522225,0.0061860057985965,TP53,1
BP,GO:1905207,regulation of cardiocyte differentiation,1/5,33/18860,0.0303030303030303,114.30303030303,10.6081340230083,0.0087190336631852,0.0247743467522225,0.0061860057985965,EGFR,1
BP,GO:2000108,positive regulation of leukocyte apoptotic process,1/5,33/18860,0.0303030303030303,114.30303030303,10.6081340230083,0.0087190336631852,0.0247743467522225,0.0061860057985965,TP53,1
BP,GO:0043462,regulation of ATP-dependent activity,1/5,34/18860,0.0294117647058824,110.941176470588,10.4484501591317,0.0089822941312196,0.0252994747364047,0.0063171271067644,TP53,1
BP,GO:1901185,negative regulation of ERBB signaling pathway,1/5,34/18860,0.0294117647058824,110.941176470588,10.4484501591317,0.0089822941312196,0.0252994747364047,0.0063171271067644,EGFR,1
BP,GO:0010661,positive regulation of muscle cell apoptotic process,1/5,35/18860,0.0285714285714286,107.771428571429,10.2956233765306,0.0092454986637463,0.0258153534117593,0.0064459389179913,TP53,1
BP,GO:0048147,negative regulation of fibroblast proliferation,1/5,35/18860,0.0285714285714286,107.771428571429,10.2956233765306,0.0092454986637463,0.0258153534117593,0.0064459389179913,TP53,1
BP,GO:0071392,cellular response to estradiol stimulus,1/5,36/18860,0.0277777777777778,104.777777777778,10.1491746056835,0.0095086472696787,0.0264356788316499,0.006600830454904,EGFR,1
BP,GO:0006301,postreplication repair,1/5,37/18860,0.027027027027027,101.945945945946,10.0086703887676,0.0097717399579305,0.0264822364406102,0.0066124556106297,BRCA1,1
BP,GO:0007431,salivary gland development,1/5,37/18860,0.027027027027027,101.945945945946,10.0086703887676,0.0097717399579305,0.0264822364406102,0.0066124556106297,EGFR,1
BP,GO:0046677,response to antibiotic,1/5,37/18860,0.027027027027027,101.945945945946,10.0086703887676,0.0097717399579305,0.0264822364406102,0.0066124556106297,TP53,1
BP,GO:0060218,hematopoietic stem cell differentiation,1/5,37/18860,0.027027027027027,101.945945945946,10.0086703887676,0.0097717399579305,0.0264822364406102,0.0066124556106297,TP53,1
BP,GO:0071425,hematopoietic stem cell proliferation,1/5,37/18860,0.027027027027027,101.945945945946,10.0086703887676,0.0097717399579305,0.0264822364406102,0.0066124556106297,BRCA2,1
BP,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,1/5,37/18860,0.027027027027027,101.945945945946,10.0086703887676,0.0097717399579305,0.0264822364406102,0.0066124556106297,TP53,1
BP,GO:0001556,oocyte maturation,1/5,38/18860,0.0263157894736842,99.2631578947368,9.87371744293911,0.0100347767374138,0.0268565601478503,0.0067059219953016,BRCA2,1
BP,GO:0008340,determination of adult lifespan,1/5,38/18860,0.0263157894736842,99.2631578947368,9.87371744293911,0.0100347767374138,0.0268565601478503,0.0067059219953016,TP53,1
BP,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,1/5,38/18860,0.0263157894736842,99.2631578947368,9.87371744293911,0.0100347767374138,0.0268565601478503,0.0067059219953016,BRCA1,1
BP,GO:0032205,negative regulation of telomere maintenance,1/5,39/18860,0.0256410256410256,96.7179487179487,9.74395799530398,0.0102977576170393,0.0273335541686846,0.0068250245415075,TP53,1
BP,GO:0043516,"regulation of DNA damage response, signal transduction by p53 class mediator",1/5,39/18860,0.0256410256410256,96.7179487179487,9.74395799530398,0.0102977576170393,0.0273335541686846,0.0068250245415075,TP53,1
BP,GO:0016242,negative regulation of macroautophagy,1/5,40/18860,0.025,94.3,9.61906576337617,0.0105606826057175,0.0278026133905625,0.0069421458160033,TP53,1
BP,GO:1900117,regulation of execution phase of apoptosis,1/5,40/18860,0.025,94.3,9.61906576337617,0.0105606826057175,0.0278026133905625,0.0069421458160033,TP53,1
BP,GO:0033260,nuclear DNA replication,1/5,41/18860,0.024390243902439,92.0,9.49874247805421,0.0108235517123577,0.0282639305849017,0.007057333952656,BRCA2,1
BP,GO:0062098,regulation of programmed necrotic cell death,1/5,41/18860,0.024390243902439,92.0,9.49874247805421,0.0108235517123577,0.0282639305849017,0.007057333952656,TP53,1
BP,GO:0002360,T cell lineage commitment,1/5,42/18860,0.0238095238095238,89.8095238095238,9.38271486464495,0.0110863649458687,0.0287176923296598,0.0071706355388624,TP53,1
BP,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,1/5,42/18860,0.0238095238095238,89.8095238095238,9.38271486464495,0.0110863649458687,0.0287176923296598,0.0071706355388624,BRCA1,1
BP,GO:0009303,rRNA transcription,1/5,43/18860,0.0232558139534884,87.7209302325581,9.27073201228546,0.0113491223151571,0.0290483487828425,0.0072531984720928,TP53,1
BP,GO:0070232,regulation of T cell apoptotic process,1/5,43/18860,0.0232558139534884,87.7209302325581,9.27073201228546,0.0113491223151571,0.0290483487828425,0.0072531984720928,TP53,1
BP,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,1/5,43/18860,0.0232558139534884,87.7209302325581,9.27073201228546,0.0113491223151571,0.0290483487828425,0.0072531984720928,CDKN1A,1
BP,GO:0006739,NADP+ metabolic process,1/5,44/18860,0.0227272727272727,85.7272727272727,9.16256307405538,0.0116118238291297,0.029256353006987,0.0073051358793456,TP53,1
BP,GO:0035196,miRNA processing,1/5,44/18860,0.0227272727272727,85.7272727272727,9.16256307405538,0.0116118238291297,0.029256353006987,0.0073051358793456,TP53,1
BP,GO:0035794,positive regulation of mitochondrial membrane permeability,1/5,44/18860,0.0227272727272727,85.7272727272727,9.16256307405538,0.0116118238291297,0.029256353006987,0.0073051358793456,TP53,1
BP,GO:0060251,regulation of glial cell proliferation,1/5,44/18860,0.0227272727272727,85.7272727272727,9.16256307405538,0.0116118238291297,0.029256353006987,0.0073051358793456,TP53,1
BP,GO:0032210,regulation of telomere maintenance via telomerase,1/5,45/18860,0.0222222222222222,83.8222222222222,9.0579952497443,0.0118744694966922,0.0296861737417306,0.0074124595389388,TP53,1
BP,GO:0090199,regulation of release of cytochrome c from mitochondria,1/5,45/18860,0.0222222222222222,83.8222222222222,9.0579952497443,0.0118744694966922,0.0296861737417306,0.0074124595389388,TP53,1
BP,GO:0007099,centriole replication,1/5,46/18860,0.0217391304347826,82.0,8.95683201111444,0.0121370593267489,0.0301092433298194,0.0075180974777027,BRCA1,1
BP,GO:0044786,cell cycle DNA replication,1/5,46/18860,0.0217391304347826,82.0,8.95683201111444,0.0121370593267489,0.0301092433298194,0.0075180974777027,BRCA2,1
BP,GO:0014014,negative regulation of gliogenesis,1/5,47/18860,0.0212765957446809,80.2553191489362,8.85889153594198,0.0123995933282036,0.0302944609723157,0.0075643452121816,TP53,1
BP,GO:0030890,positive regulation of B cell proliferation,1/5,47/18860,0.0212765957446809,80.2553191489362,8.85889153594198,0.0123995933282036,0.0302944609723157,0.0075643452121816,CDKN1A,1
BP,GO:0071364,cellular response to epidermal growth factor stimulus,1/5,47/18860,0.0212765957446809,80.2553191489362,8.85889153594198,0.0123995933282036,0.0302944609723157,0.0075643452121816,EGFR,1
BP,GO:1902692,regulation of neuroblast proliferation,1/5,47/18860,0.0212765957446809,80.2553191489362,8.85889153594198,0.0123995933282036,0.0302944609723157,0.0075643452121816,TP53,1
BP,GO:0070266,necroptotic process,1/5,48/18860,0.0208333333333333,78.5833333333333,8.76400532241674,0.0126620715099587,0.0308190042412202,0.0076953205204515,TP53,1
BP,GO:0048512,circadian behavior,1/5,49/18860,0.0204081632653061,76.9795918367347,8.67201695985225,0.0129244938809159,0.0308751798266324,0.0077093472272129,TP53,1
BP,GO:1901524,regulation of mitophagy,1/5,49/18860,0.0204081632653061,76.9795918367347,8.67201695985225,0.0129244938809159,0.0308751798266324,0.0077093472272129,TP53,1
BP,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,1/5,49/18860,0.0204081632653061,76.9795918367347,8.67201695985225,0.0129244938809159,0.0308751798266324,0.0077093472272129,BRCA1,1
BP,GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process,1/5,49/18860,0.0204081632653061,76.9795918367347,8.67201695985225,0.0129244938809159,0.0308751798266324,0.0077093472272129,TP53,1
BP,GO:1905710,positive regulation of membrane permeability,1/5,49/18860,0.0204081632653061,76.9795918367347,8.67201695985225,0.0129244938809159,0.0308751798266324,0.0077093472272129,TP53,1
BP,GO:0010824,regulation of centrosome duplication,1/5,50/18860,0.02,75.44,8.58278103528412,0.0131868604499762,0.031270312464098,0.0078080094769595,BRCA1,1
BP,GO:0042149,cellular response to glucose starvation,1/5,50/18860,0.02,75.44,8.58278103528412,0.0131868604499762,0.031270312464098,0.0078080094769595,TP53,1
BP,GO:0007622,rhythmic behavior,1/5,51/18860,0.0196078431372549,73.9607843137255,8.49616215855246,0.0134491712260397,0.0314301284086798,0.0078479145598172,TP53,1
BP,GO:0035272,exocrine system development,1/5,51/18860,0.0196078431372549,73.9607843137255,8.49616215855246,0.0134491712260397,0.0314301284086798,0.0078479145598172,EGFR,1
BP,GO:0098534,centriole assembly,1/5,51/18860,0.0196078431372549,73.9607843137255,8.49616215855246,0.0134491712260397,0.0314301284086798,0.0078479145598172,BRCA1,1
BP,GO:1902116,negative regulation of organelle assembly,1/5,51/18860,0.0196078431372549,73.9607843137255,8.49616215855246,0.0134491712260397,0.0314301284086798,0.0078479145598172,BRCA1,1
BP,GO:0010665,regulation of cardiac muscle cell apoptotic process,1/5,52/18860,0.0192307692307692,72.5384615384615,8.41203409098676,0.0137114262180046,0.0316984584609783,0.0079149149645527,TP53,1
BP,GO:0045922,negative regulation of fatty acid metabolic process,1/5,52/18860,0.0192307692307692,72.5384615384615,8.41203409098676,0.0137114262180046,0.0316984584609783,0.0079149149645527,BRCA1,1
BP,GO:0070849,response to epidermal growth factor,1/5,52/18860,0.0192307692307692,72.5384615384615,8.41203409098676,0.0137114262180046,0.0316984584609783,0.0079149149645527,EGFR,1
BP,GO:0021795,cerebral cortex cell migration,1/5,53/18860,0.0188679245283019,71.1698113207547,8.33027896492749,0.0139736254347693,0.032074691834257,0.0080088581813811,EGFR,1
BP,GO:0048546,digestive tract morphogenesis,1/5,53/18860,0.0188679245283019,71.1698113207547,8.33027896492749,0.0139736254347693,0.032074691834257,0.0080088581813811,EGFR,1
BP,GO:1903146,regulation of autophagy of mitochondrion,1/5,54/18860,0.0185185185185185,69.8518518518518,8.2507865830999,0.0142357688852307,0.0324454803214622,0.008101441842813,TP53,1
BP,GO:1904356,regulation of telomere maintenance via telomere lengthening,1/5,54/18860,0.0185185185185185,69.8518518518518,8.2507865830999,0.0142357688852307,0.0324454803214622,0.008101441842813,TP53,1
BP,GO:0006984,ER-nucleus signaling pathway,1/5,55/18860,0.0181818181818182,68.5818181818182,8.1734537883605,0.0144978565782844,0.0326962150104666,0.0081640487908631,TP53,1
BP,GO:0010662,regulation of striated muscle cell apoptotic process,1/5,55/18860,0.0181818181818182,68.5818181818182,8.1734537883605,0.0144978565782844,0.0326962150104666,0.0081640487908631,TP53,1
BP,GO:0019320,hexose catabolic process,1/5,55/18860,0.0181818181818182,68.5818181818182,8.1734537883605,0.0144978565782844,0.0326962150104666,0.0081640487908631,TP53,1
BP,GO:0010659,cardiac muscle cell apoptotic process,1/5,56/18860,0.0178571428571429,67.3571428571429,8.09818389561151,0.0147598885228265,0.0329416197135747,0.0082253248734017,TP53,1
BP,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,1/5,56/18860,0.0178571428571429,67.3571428571429,8.09818389561151,0.0147598885228265,0.0329416197135747,0.0082253248734017,EGFR,1
BP,GO:2000772,regulation of cellular senescence,1/5,56/18860,0.0178571428571429,67.3571428571429,8.09818389561151,0.0147598885228265,0.0329416197135747,0.0082253248734017,TP53,1
BP,GO:0007140,male meiotic nuclear division,1/5,57/18860,0.0175438596491228,66.1754385964912,8.02488617876356,0.0150218647277499,0.0332958857367653,0.0083137829746635,BRCA2,1
BP,GO:0045815,transcription initiation-coupled chromatin remodeling,1/5,57/18860,0.0175438596491228,66.1754385964912,8.02488617876356,0.0150218647277499,0.0332958857367653,0.0083137829746635,TP53,1
BP,GO:0001836,release of cytochrome c from mitochondria,1/5,59/18860,0.0169491525423729,63.9322033898305,7.88387142179409,0.0155456499543151,0.0336474638272927,0.0084015699152603,TP53,1
BP,GO:0010658,striated muscle cell apoptotic process,1/5,59/18860,0.0169491525423729,63.9322033898305,7.88387142179409,0.0155456499543151,0.0336474638272927,0.0084015699152603,TP53,1
BP,GO:0030520,estrogen receptor signaling pathway,1/5,59/18860,0.0169491525423729,63.9322033898305,7.88387142179409,0.0155456499543151,0.0336474638272927,0.0084015699152603,BRCA1,1
BP,GO:0042304,regulation of fatty acid biosynthetic process,1/5,59/18860,0.0169491525423729,63.9322033898305,7.88387142179409,0.0155456499543151,0.0336474638272927,0.0084015699152603,BRCA1,1
BP,GO:0046365,monosaccharide catabolic process,1/5,59/18860,0.0169491525423729,63.9322033898305,7.88387142179409,0.0155456499543151,0.0336474638272927,0.0084015699152603,TP53,1
BP,GO:0046605,regulation of centrosome cycle,1/5,59/18860,0.0169491525423729,63.9322033898305,7.88387142179409,0.0155456499543151,0.0336474638272927,0.0084015699152603,BRCA1,1
BP,GO:0046902,regulation of mitochondrial membrane permeability,1/5,59/18860,0.0169491525423729,63.9322033898305,7.88387142179409,0.0155456499543151,0.0336474638272927,0.0084015699152603,TP53,1
BP,GO:0007004,telomere maintenance via telomerase,1/5,60/18860,0.0166666666666667,62.8666666666667,7.81599875938629,0.0158074589937404,0.0340942169482853,0.0085131214901471,TP53,1
BP,GO:0009299,mRNA transcription,1/5,61/18860,0.0163934426229508,61.8360655737705,7.74978629885639,0.0160692123291143,0.0340942169482853,0.0085131214901471,TP53,1
BP,GO:0045912,negative regulation of carbohydrate metabolic process,1/5,61/18860,0.0163934426229508,61.8360655737705,7.74978629885639,0.0160692123291143,0.0340942169482853,0.0085131214901471,TP53,1
BP,GO:0070231,T cell apoptotic process,1/5,61/18860,0.0163934426229508,61.8360655737705,7.74978629885639,0.0160692123291143,0.0340942169482853,0.0085131214901471,TP53,1
BP,GO:0097300,programmed necrotic cell death,1/5,61/18860,0.0163934426229508,61.8360655737705,7.74978629885639,0.0160692123291143,0.0340942169482853,0.0085131214901471,TP53,1
BP,GO:0141137,"positive regulation of gene expression, epigenetic",1/5,61/18860,0.0163934426229508,61.8360655737705,7.74978629885639,0.0160692123291143,0.0340942169482853,0.0085131214901471,TP53,1
BP,GO:0010574,regulation of vascular endothelial growth factor production,1/5,62/18860,0.0161290322580645,60.8387096774194,7.68516694787345,0.0163309099693267,0.0345358587875926,0.0086233968086522,BRCA1,1
BP,GO:0002931,response to ischemia,1/5,63/18860,0.0158730158730159,59.8730158730159,7.62207735348561,0.0165925519232663,0.0346349384806043,0.0086481364137616,TP53,1
BP,GO:0014009,glial cell proliferation,1/5,63/18860,0.0158730158730159,59.8730158730159,7.62207735348561,0.0165925519232663,0.0346349384806043,0.0086481364137616,TP53,1
BP,GO:0043616,keratinocyte proliferation,1/5,63/18860,0.0158730158730159,59.8730158730159,7.62207735348561,0.0165925519232663,0.0346349384806043,0.0086481364137616,CDKN1A,1
BP,GO:0070228,regulation of lymphocyte apoptotic process,1/5,63/18860,0.0158730158730159,59.8730158730159,7.62207735348561,0.0165925519232663,0.0346349384806043,0.0086481364137616,TP53,1
BP,GO:0034198,cellular response to amino acid starvation,1/5,64/18860,0.015625,58.9375,7.56045763826652,0.0168541381998202,0.0350674810931742,0.0087561397099235,CDKN1A,1
BP,GO:0010573,vascular endothelial growth factor production,1/5,65/18860,0.0153846153846154,58.0307692307692,7.50025115886915,0.017115668807875,0.0353833537855107,0.008835011226737,BRCA1,1
BP,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,1/5,65/18860,0.0153846153846154,58.0307692307692,7.50025115886915,0.017115668807875,0.0353833537855107,0.008835011226737,TP53,1
BP,GO:0022029,telencephalon cell migration,1/5,66/18860,0.0151515151515152,57.1515151515151,7.44140428477214,0.0173771437563167,0.0356341133576672,0.0088976243879609,EGFR,1
BP,GO:0001756,somitogenesis,1/5,67/18860,0.0149253731343284,56.2985074626866,7.38386619525256,0.0176385630540294,0.0356341133576672,0.0088976243879609,TP53,1
BP,GO:0006278,RNA-templated DNA biosynthetic process,1/5,67/18860,0.0149253731343284,56.2985074626866,7.38386619525256,0.0176385630540294,0.0356341133576672,0.0088976243879609,TP53,1
BP,GO:0048599,oocyte development,1/5,67/18860,0.0149253731343284,56.2985074626866,7.38386619525256,0.0176385630540294,0.0356341133576672,0.0088976243879609,BRCA2,1
BP,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,1/5,67/18860,0.0149253731343284,56.2985074626866,7.38386619525256,0.0176385630540294,0.0356341133576672,0.0088976243879609,TP53,1
BP,GO:1990928,response to amino acid starvation,1/5,67/18860,0.0149253731343284,56.2985074626866,7.38386619525256,0.0176385630540294,0.0356341133576672,0.0088976243879609,CDKN1A,1
BP,GO:0030888,regulation of B cell proliferation,1/5,68/18860,0.0147058823529412,55.4705882352941,7.32758869283664,0.0178999267098979,0.0356341133576672,0.0088976243879609,CDKN1A,1
BP,GO:0035825,homologous recombination,1/5,68/18860,0.0147058823529412,55.4705882352941,7.32758869283664,0.0178999267098979,0.0356341133576672,0.0088976243879609,BRCA1,1
BP,GO:0043470,regulation of carbohydrate catabolic process,1/5,68/18860,0.0147058823529412,55.4705882352941,7.32758869283664,0.0178999267098979,0.0356341133576672,0.0088976243879609,TP53,1
BP,GO:0051123,RNA polymerase II preinitiation complex assembly,1/5,68/18860,0.0147058823529412,55.4705882352941,7.32758869283664,0.0178999267098979,0.0356341133576672,0.0088976243879609,TP53,1
BP,GO:1903078,positive regulation of protein localization to plasma membrane,1/5,68/18860,0.0147058823529412,55.4705882352941,7.32758869283664,0.0178999267098979,0.0356341133576672,0.0088976243879609,EGFR,1
BP,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,1/5,68/18860,0.0147058823529412,55.4705882352941,7.32758869283664,0.0178999267098979,0.0356341133576672,0.0088976243879609,TP53,1
BP,GO:0021885,forebrain cell migration,1/5,69/18860,0.0144927536231884,54.6666666666667,7.27252603167083,0.0181612347328038,0.0358226189683746,0.0089446931083823,EGFR,1
BP,GO:0043525,positive regulation of neuron apoptotic process,1/5,69/18860,0.0144927536231884,54.6666666666667,7.27252603167083,0.0181612347328038,0.0358226189683746,0.0089446931083823,TP53,1
BP,GO:0070918,regulatory ncRNA processing,1/5,69/18860,0.0144927536231884,54.6666666666667,7.27252603167083,0.0181612347328038,0.0358226189683746,0.0089446931083823,TP53,1
BP,GO:1902808,positive regulation of cell cycle G1/S phase transition,1/5,70/18860,0.0142857142857143,53.8857142857143,7.2186347594229,0.0184224871316298,0.0362271469509183,0.0090457013194459,EGFR,1
BP,GO:0009994,oocyte differentiation,1/5,71/18860,0.0140845070422535,53.1267605633803,7.1658735714703,0.018683683915256,0.0364077828560124,0.0090908050215747,BRCA2,1
BP,GO:0048662,negative regulation of smooth muscle cell proliferation,1/5,71/18860,0.0140845070422535,53.1267605633803,7.1658735714703,0.018683683915256,0.0364077828560124,0.0090908050215747,CDKN1A,1
BP,GO:0051205,protein insertion into membrane,1/5,71/18860,0.0140845070422535,53.1267605633803,7.1658735714703,0.018683683915256,0.0364077828560124,0.0090908050215747,EGFR,1
BP,GO:0018105,peptidyl-serine phosphorylation,1/5,72/18860,0.0138888888888889,52.3888888888889,7.11420317626269,0.0189448250925629,0.0366949314855948,0.0091625043121925,EGFR,1
BP,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,1/5,72/18860,0.0138888888888889,52.3888888888889,7.11420317626269,0.0189448250925629,0.0366949314855948,0.0091625043121925,EGFR,1
BP,GO:0010833,telomere maintenance via telomere lengthening,1/5,73/18860,0.0136986301369863,51.6712328767123,7.06358617086059,0.0192059106724302,0.0368684892372543,0.0092058406418603,TP53,1
BP,GO:0051055,negative regulation of lipid biosynthetic process,1/5,73/18860,0.0136986301369863,51.6712328767123,7.06358617086059,0.0192059106724302,0.0368684892372543,0.0092058406418603,BRCA1,1
BP,GO:2000144,positive regulation of DNA-templated transcription initiation,1/5,73/18860,0.0136986301369863,51.6712328767123,7.06358617086059,0.0192059106724302,0.0368684892372543,0.0092058406418603,TP53,1
BP,GO:0018209,peptidyl-serine modification,1/5,74/18860,0.0135135135135135,50.972972972973,7.01398692575327,0.0194669406637347,0.0370388694044509,0.0092483835477453,EGFR,1
BP,GO:0060260,regulation of transcription initiation by RNA polymerase II,1/5,74/18860,0.0135135135135135,50.972972972973,7.01398692575327,0.0194669406637347,0.0370388694044509,0.0092483835477453,TP53,1
BP,GO:0061180,mammary gland epithelium development,1/5,74/18860,0.0135135135135135,50.972972972973,7.01398692575327,0.0194669406637347,0.0370388694044509,0.0092483835477453,BRCA2,1
BP,GO:0051865,protein autoubiquitination,1/5,75/18860,0.0133333333333333,50.2933333333333,6.96537147814919,0.019727915075354,0.037315264585347,0.0093173977667206,BRCA1,1
BP,GO:0090559,regulation of membrane permeability,1/5,75/18860,0.0133333333333333,50.2933333333333,6.96537147814919,0.019727915075354,0.037315264585347,0.0093173977667206,TP53,1
BP,GO:0006469,negative regulation of protein kinase activity,1/5,76/18860,0.0131578947368421,49.6315789473684,6.91770743301212,0.0199888339161644,0.0375883319997843,0.0093855810623696,CDKN1A,1
BP,GO:0007405,neuroblast proliferation,1/5,76/18860,0.0131578947368421,49.6315789473684,6.91770743301212,0.0199888339161644,0.0375883319997843,0.0093855810623696,TP53,1
BP,GO:0060411,cardiac septum morphogenesis,1/5,77/18860,0.012987012987013,48.987012987013,6.87096387118703,0.020249697195041,0.0379681822407019,0.0094804273893551,TP53,1
BP,GO:1901184,regulation of ERBB signaling pathway,1/5,78/18860,0.0128205128205128,48.3589743589744,6.82511126402314,0.0205105049208582,0.0383457265911696,0.009574697949325,EGFR,1
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,1/5,79/18860,0.0126582278481013,47.746835443038,6.78012139395801,0.0207712571024894,0.038720985060999,0.0096683977386093,EGFR,1
BP,GO:1904377,positive regulation of protein localization to cell periphery,1/5,80/18860,0.0125,47.15,6.73596728057684,0.0210319537488067,0.0390939774293382,0.0097615316959424,EGFR,1
BP,GO:0070897,transcription preinitiation complex assembly,1/5,82/18860,0.0121951219512195,46.0,6.65006417914343,0.0215531804709853,0.0399477051832917,0.009974702395828,TP53,1
BP,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,1/5,83/18860,0.0120481927710843,45.4457831325301,6.60826681865312,0.0218137105645867,0.0401995523261669,0.0100375871169376,BRCA1,1
BP,GO:0033673,negative regulation of kinase activity,1/5,83/18860,0.0120481927710843,45.4457831325301,6.60826681865312,0.0218137105645867,0.0401995523261669,0.0100375871169376,CDKN1A,1
BP,GO:0042246,tissue regeneration,1/5,84/18860,0.0119047619047619,44.9047619047619,6.56720835390718,0.0220741851583544,0.0404484358725527,0.0100997318457782,CDKN1A,1
BP,GO:2000142,regulation of DNA-templated transcription initiation,1/5,84/18860,0.0119047619047619,44.9047619047619,6.56720835390718,0.0220741851583544,0.0404484358725527,0.0100997318457782,TP53,1
BP,GO:0034103,regulation of tissue remodeling,1/5,85/18860,0.0117647058823529,44.3764705882353,6.52686704405847,0.0223346042611563,0.040579773939284,0.0101325261733341,TP53,1
BP,GO:0061053,somite development,1/5,85/18860,0.0117647058823529,44.3764705882353,6.52686704405847,0.0223346042611563,0.040579773939284,0.0101325261733341,TP53,1
BP,GO:0070227,lymphocyte apoptotic process,1/5,85/18860,0.0117647058823529,44.3764705882353,6.52686704405847,0.0223346042611563,0.040579773939284,0.0101325261733341,TP53,1
BP,GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,1/5,86/18860,0.0116279069767442,43.8604651162791,6.48722203467722,0.0225949678818589,0.0409375120331432,0.0102218512298179,BRCA1,1
BP,GO:0006970,response to osmotic stress,1/5,87/18860,0.0114942528735632,43.3563218390805,6.44825331179681,0.0228552760293282,0.0411778017846836,0.0102818501396272,TP53,1
BP,GO:0050871,positive regulation of B cell activation,1/5,87/18860,0.0114942528735632,43.3563218390805,6.44825331179681,0.0228552760293282,0.0411778017846836,0.0102818501396272,CDKN1A,1
BP,GO:0006140,regulation of nucleotide metabolic process,1/5,89/18860,0.0112359550561798,42.3820224719101,6.37226861620634,0.0233757259400257,0.0417654937155583,0.0104285932900537,TP53,1
