"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENSEMBL"
363.700640282791,-1.82588893402716,0.161387738744695,-11.3136781531811,1.12281810584739e-29,4.94001904942146e-27,"ENSG00000172889"
3892.06016611037,-3.36607991994016,0.298155045392711,-11.2896963239598,1.47545556254684e-29,6.38331258209849e-27,"ENSG00000105974"
10023.7221193254,-4.23567735831579,0.375293546762279,-11.2863048002229,1.53349007566947e-29,6.52562875151282e-27,"ENSG00000135218"
276.557914170055,-3.53339167234103,0.313130998246434,-11.2840686234464,1.57298810268167e-29,6.58574599506624e-27,"ENSG00000184226"
1101.23862884907,-3.07461841463295,0.272945609686676,-11.2645827795597,1.96279399698316e-29,8.08733437677601e-27,"ENSG00000094963"
134.098172123223,-2.65462832325612,0.236319447838433,-11.2332198959395,2.80082107541431e-29,1.13599552305632e-26,"ENSG00000108381"
203.342730474472,-3.28524592751436,0.292532995251152,-11.2303431778485,2.89352504972531e-29,1.1555403575503e-26,"ENSG00000168309"
657.576827603844,-3.19736775751018,0.284990913124382,-11.2191919470594,3.28256045257953e-29,1.29104097315242e-26,"ENSG00000170153"
90.7436847050494,-4.16785385430461,0.371637682372586,-11.2148311433234,3.44843928993904e-29,1.30120055330432e-26,"ENSG00000167434"
1385.40862955479,-3.72413089065044,0.332063661761837,-11.2151111955197,3.43754097364868e-29,1.30120055330432e-26,"ENSG00000197766"
985.913928591363,-3.17837766353204,0.283415118323942,-11.2145664011444,3.45877333299938e-29,1.30120055330432e-26,"ENSG00000221866"
270.332436140599,-2.74549247124293,0.244989300954776,-11.2065811059632,3.78533780001666e-29,1.38821756967611e-26,"ENSG00000167772"
119.249496905367,-3.75502584452489,0.335081444566636,-11.2063079153228,3.79703549761168e-29,1.38821756967611e-26,"ENSG00000273143"
779.00948995696,-4.03085139460883,0.359964938549211,-11.1979000256376,4.17513100416789e-29,1.50525070286375e-26,"ENSG00000123612"
1833.97800429558,-3.99841926469689,0.357508080540548,-11.1841367575562,4.87627531272797e-29,1.7339500625725e-26,"ENSG00000062282"
271.528880126436,-2.67661016145848,0.239422555956448,-11.1794402610311,5.14132306581557e-29,1.80349275868163e-26,"ENSG00000101605"
445.4322511708,-4.0047967385552,0.361114747557134,-11.0900946739141,1.40139370826015e-28,4.85031705053559e-26,"ENSG00000198848"
145.867774334734,-2.99739817853603,0.270575715607921,-11.0778536492145,1.60678220778321e-28,5.46320749900059e-26,"ENSG00000164849"
122.649273241659,-2.25308735712618,0.203400680659484,-11.0770885811247,1.62056775338256e-28,5.46320749900059e-26,"ENSG00000186994"
79.9942259175141,-3.72607051088021,0.337009276225643,-11.0562847189566,2.04389382236496e-28,6.80197382576277e-26,"ENSG00000165197"
3793.37338693824,-2.95801751908403,0.268670976690153,-11.0098141433988,3.42709961632462e-28,1.12608420051335e-25,"ENSG00000151726"
66.2844359180144,-2.89009394629676,0.262686862988318,-11.002049791981,3.73542839404603e-28,1.21205312815809e-25,"ENSG00000135437"
8036.99616217866,-4.76879407520388,0.434848190344302,-10.9665721994337,5.53304235011262e-28,1.77316930029905e-25,"ENSG00000166819"
224.242841987421,-4.53026003135895,0.414860718358291,-10.919954169887,9.25424921739756e-28,2.92953416079519e-25,"ENSG00000184601"
510.610318307222,-3.54076962877894,0.324715469534128,-10.9042221913816,1.10030224441778e-27,3.44116212778273e-25,"ENSG00000165269"
534.935742737722,-2.46351264609466,0.226044160369911,-10.8983688942162,1.17341897670694e-27,3.62614402349508e-25,"ENSG00000176438"
554.147367493418,-3.32322383456989,0.305088871378451,-10.8926419359543,1.24961676495609e-27,3.81618258643885e-25,"ENSG00000187134"
493.354128447425,-2.40515678044675,0.220993901067673,-10.883362702893,1.38362610402024e-27,4.12829498944338e-25,"ENSG00000163431"
1096.01527072446,-2.78128770047318,0.255543314058038,-10.8838210489886,1.37668410058554e-27,4.12829498944338e-25,"ENSG00000164330"
477.302023670501,-3.17512877542939,0.291819911529505,-10.8804390995382,1.42873056902615e-27,4.21443046713419e-25,"ENSG00000151468"
