GO_ID,Python_Name,Namespace,Enrichment,Study_Count,Study_Total,Population_Count,Population_Total,P_Value,Python_FDR,R_Name,R_Adjusted_P
GO:0070365,hepatocyte differentiation,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,hepatocyte differentiation,0.0231518055159684
GO:0019215,intermediate filament binding,MF,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,intermediate filament binding,0.0322490999891199
GO:0090493,catecholamine uptake,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,catecholamine uptake,0.0077621752932541
GO:0001946,lymphangiogenesis,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,lymphangiogenesis,0.0007264074956201
GO:0097021,lymphocyte migration into lymphoid organs,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,lymphocyte migration into lymphoid organs,0.0112171853541866
GO:0090494,dopamine uptake,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,dopamine uptake,0.0053388551850893
GO:0019694,alkanesulfonate metabolic process,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,alkanesulfonate metabolic process,0.0018815013485502
GO:0060004,reflex,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,reflex,0.0090629004909918
GO:0019530,taurine metabolic process,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,taurine metabolic process,0.0018815013485502
GO:0006939,smooth muscle contraction,BP,e,15,3765,37,20413,0.0019741722910391,0.0375294181449584,smooth muscle contraction,0.0001057360282692
GO:0035116,embryonic hindlimb morphogenesis,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,embryonic hindlimb morphogenesis,0.0057813841478174
GO:0010887,negative regulation of cholesterol storage,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,negative regulation of cholesterol storage,0.0182707723533548
GO:1903596,regulation of gap junction assembly,BP,e,6,3765,9,20413,0.0019727924522475,0.0375294181449584,regulation of gap junction assembly,0.0112171853541866
GO:0008277,regulation of G protein-coupled receptor signaling pathway,BP,e,41,3765,140,20413,0.001999194410519,0.0379205734174214,regulation of G protein-coupled receptor signaling pathway,0.0051501875847178
GO:0097306,cellular response to alcohol,BP,e,28,3765,87,20413,0.0020174182725663,0.0381621643348278,cellular response to alcohol,0.0189331352632309
GO:0016051,carbohydrate biosynthetic process,BP,e,30,3765,95,20413,0.0020186300755845,0.0381621643348278,carbohydrate biosynthetic process,0.0003000456996003
GO:0030057,desmosome,CC,e,13,3765,31,20413,0.0020657360880906,0.038837733626827,desmosome,0.0093098597789506
GO:0045937,positive regulation of phosphate metabolic process,BP,e,62,3765,232,20413,0.0020595934831361,0.038837733626827,positive regulation of phosphate metabolic process,5.43059628910981e-06
GO:0045684,positive regulation of epidermis development,BP,e,13,3765,31,20413,0.0020657360880906,0.038837733626827,positive regulation of epidermis development,0.0003661946812241
GO:0045429,positive regulation of nitric oxide biosynthetic process,BP,e,13,3765,31,20413,0.0020657360880906,0.038837733626827,positive regulation of nitric oxide biosynthetic process,0.0387205578152921
GO:1904427,positive regulation of calcium ion transmembrane transport,BP,e,18,3765,48,20413,0.0021385765403058,0.0401335613923873,positive regulation of calcium ion transmembrane transport,0.0203356936375985
GO:0050431,transforming growth factor beta binding,MF,e,10,3765,21,20413,0.0021657130166251,0.0405314674426475,transforming growth factor beta binding,0.0023860357560336
GO:0072132,mesenchyme morphogenesis,BP,e,10,3765,21,20413,0.0021657130166251,0.0405314674426475,mesenchyme morphogenesis,0.0001986668038956
GO:0043542,endothelial cell migration,BP,e,23,3765,67,20413,0.0022223837485102,0.0415162353311043,endothelial cell migration,0.0004990106228297
GO:1901890,positive regulation of cell junction assembly,BP,e,26,3765,80,20413,0.002229836966789,0.0415796623843573,positive regulation of cell junction assembly,0.0002695569478987
GO:0009410,response to xenobiotic stimulus,BP,e,54,3765,198,20413,0.0022420300431528,0.041759502246027,response to xenobiotic stimulus,3.2794564133322e-05
GO:0002027,regulation of heart rate,BP,e,28,3765,88,20413,0.0022476324099628,0.041759502246027,regulation of heart rate,0.0013001916158021
GO:0034308,primary alcohol metabolic process,BP,e,28,3765,88,20413,0.0022476324099628,0.041759502246027,primary alcohol metabolic process,0.0035942882842915
GO:0005253,monoatomic anion channel activity,MF,e,28,3765,88,20413,0.0022476324099628,0.041759502246027,monoatomic anion channel activity,0.0025421091556436
GO:0022843,voltage-gated monoatomic cation channel activity,MF,e,37,3765,124,20413,0.0022809863248556,0.0422642429975284,voltage-gated monoatomic cation channel activity,0.0125373144465651
GO:0019229,regulation of vasoconstriction,BP,e,19,3765,53,20413,0.0023048457361282,0.0425748916751572,regulation of vasoconstriction,0.0060823890187275
GO:2000177,regulation of neural precursor cell proliferation,BP,e,19,3765,53,20413,0.0023048457361282,0.0425748916751572,regulation of neural precursor cell proliferation,0.0008795711386362
GO:0006898,receptor-mediated endocytosis,BP,e,46,3765,164,20413,0.0023239525789234,0.0428280217624804,receptor-mediated endocytosis,0.0060495430444493
GO:2000831,regulation of steroid hormone secretion,BP,e,9,3765,18,20413,0.002369722640876,0.0433595768566722,regulation of steroid hormone secretion,0.0158549910601803
GO:0001890,placenta development,BP,e,9,3765,18,20413,0.002369722640876,0.0433595768566722,placenta development,0.0002169286040765
GO:0060045,positive regulation of cardiac muscle cell proliferation,BP,e,9,3765,18,20413,0.002369722640876,0.0433595768566722,positive regulation of cardiac muscle cell proliferation,0.0315165921162861
GO:0036122,BMP binding,MF,e,9,3765,18,20413,0.002369722640876,0.0433595768566722,BMP binding,0.0289692897454863
GO:0030228,lipoprotein particle receptor activity,MF,e,9,3765,18,20413,0.002369722640876,0.0433595768566722,lipoprotein particle receptor activity,0.0106626449258905
GO:0003203,endocardial cushion morphogenesis,BP,e,9,3765,18,20413,0.002369722640876,0.0433595768566722,endocardial cushion morphogenesis,0.0059635556394023
GO:0044331,cell-cell adhesion mediated by cadherin,BP,e,15,3765,38,20413,0.00241832609329,0.0435489952810132,cell-cell adhesion mediated by cadherin,0.0006364402124974
GO:0051784,negative regulation of nuclear division,BP,e,16,3765,42,20413,0.0023939441859411,0.0435489952810132,negative regulation of nuclear division,0.0006364402124974
GO:0010883,regulation of lipid storage,BP,e,15,3765,38,20413,0.00241832609329,0.0435489952810132,regulation of lipid storage,0.0021641900549105
GO:0120254,olefinic compound metabolic process,BP,e,39,3765,134,20413,0.0024049532180419,0.0435489952810132,olefinic compound metabolic process,5.33660490004815e-05
GO:0097493,structural molecule activity conferring elasticity,MF,e,7,3765,12,20413,0.0023921479280679,0.0435489952810132,structural molecule activity conferring elasticity,0.0125373144465651
GO:0070700,BMP receptor binding,MF,e,7,3765,12,20413,0.0023921479280679,0.0435489952810132,BMP receptor binding,0.0199467670774364
GO:0001618,virus receptor activity,MF,e,15,3765,38,20413,0.00241832609329,0.0435489952810132,virus receptor activity,0.0439277244398832
GO:0045839,negative regulation of mitotic nuclear division,BP,e,15,3765,38,20413,0.00241832609329,0.0435489952810132,negative regulation of mitotic nuclear division,0.0008145321176697
GO:0072677,eosinophil migration,BP,e,7,3765,12,20413,0.0023921479280679,0.0435489952810132,eosinophil migration,0.0158549910601803
GO:0048245,eosinophil chemotaxis,BP,e,7,3765,12,20413,0.0023921479280679,0.0435489952810132,eosinophil chemotaxis,0.0436262669919548
GO:0002065,columnar/cuboidal epithelial cell differentiation,BP,e,12,3765,28,20413,0.002444772174312,0.0439479966387517,columnar/cuboidal epithelial cell differentiation,0.0007379857392946
GO:0044703,multi-organism reproductive process,BP,e,23,3765,68,20413,0.0024649161513828,0.0442712766786047,multi-organism reproductive process,0.0001121552938892
GO:0003094,glomerular filtration,BP,e,8,3765,15,20413,0.0024771774882035,0.0443360683543722,glomerular filtration,0.0003075665547568
GO:0048385,regulation of retinoic acid receptor signaling pathway,BP,e,8,3765,15,20413,0.0024771774882035,0.0443360683543722,regulation of retinoic acid receptor signaling pathway,0.0035379511847886
GO:0043034,costamere,CC,e,8,3765,15,20413,0.0024771774882035,0.0443360683543722,costamere,0.0111798730427076
GO:0045428,regulation of nitric oxide biosynthetic process,BP,e,18,3765,49,20413,0.0024877731810924,0.0443707013055938,regulation of nitric oxide biosynthetic process,0.0185198236164839
GO:0005249,voltage-gated potassium channel activity,MF,e,27,3765,83,20413,0.002487339767133,0.0443707013055938,voltage-gated potassium channel activity,0.0206133789526654
GO:0022408,negative regulation of cell-cell adhesion,BP,e,47,3765,168,20413,0.0025463302328849,0.0453756047500092,negative regulation of cell-cell adhesion,0.0036406507221933
GO:0070167,regulation of biomineral tissue development,BP,e,27,3765,84,20413,0.0026680206365442,0.0473427680040468,regulation of biomineral tissue development,0.0035942882842915
GO:0071621,granulocyte chemotaxis,BP,e,20,3765,56,20413,0.0026682719486982,0.0473427680040468,granulocyte chemotaxis,0.0023591537950333
GO:0070293,renal absorption,BP,e,14,3765,34,20413,0.002704081727203,0.0476891108739869,renal absorption,0.0035942882842915
GO:0071453,cellular response to oxygen levels,BP,e,40,3765,138,20413,0.0027021522945648,0.0476891108739869,cellular response to oxygen levels,0.0139228959885114
GO:0003180,aortic valve morphogenesis,BP,e,14,3765,34,20413,0.002704081727203,0.0476891108739869,aortic valve morphogenesis,0.0036406507221933
GO:0051985,negative regulation of chromosome segregation,BP,e,14,3765,34,20413,0.002704081727203,0.0476891108739869,negative regulation of chromosome segregation,0.0008181141710697
GO:0048511,rhythmic process,BP,e,45,3765,159,20413,0.0027014711297755,0.0476891108739869,rhythmic process,1.24193036925883e-05
GO:1903524,positive regulation of blood circulation,BP,e,14,3765,34,20413,0.002704081727203,0.0476891108739869,positive regulation of blood circulation,0.0118282637195132
GO:0090068,positive regulation of cell cycle process,BP,e,58,3765,218,20413,0.0027317155978657,0.0480466410177956,positive regulation of cell cycle process,0.0056306988674578
GO:0051051,negative regulation of transport,BP,e,84,3765,336,20413,0.0027986370244539,0.0491138578937957,negative regulation of transport,0.0159451786691803
GO:0043279,response to alkaloid,BP,e,23,3765,69,20413,0.0027992478416997,0.0491138578937957,response to alkaloid,0.006496053590181
