"ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENTREZID","SYMBOL"
"ENSG00000113389",443.979190224033,-2.42575208568133,0.26839153647339,-9.03810946334308,1.59404702436918e-19,1.12914157462738e-17,"4883","NPR3"
"ENSG00000113396",31.4007160704203,-1.34804846214704,0.45680518956549,-2.95103578711375,0.00316710219372575,0.00930206367331218,"28965","SLC27A6"
"ENSG00000113492",7.17898775171709,1.08761711735054,0.372681256931462,2.91835743580355,0.0035188073909103,0.0102023011564,"64902","AGXT2"
"ENSG00000113494",2955.693064328,2.35393105944696,0.348515541740643,6.7541638105732,1.4366136604226e-11,2.66368695694641e-10,"5618","PRLR"
"ENSG00000113555",200.315415027711,-1.10984090586419,0.217811276107683,-5.09542446882089,3.47960732743296e-07,2.67546347765121e-06,"51294","PCDH12"
"ENSG00000113578",180.914345341233,-1.58285662447262,0.18769549025345,-8.43310951336789,3.36599439590602e-17,1.63929610748459e-15,"2246","FGF1"
"ENSG00000113580",1682.58075021952,-1.50189312162896,0.199794214828512,-7.51720024985742,5.596167052014e-14,1.61048009241884e-12,"2908","NR3C1"
"ENSG00000113594",2057.2986478519,-2.1364722212343,0.209700561361021,-10.188204587379,2.23860215070885e-24,3.39822424725733e-22,"3977","LIFR"
"ENSG00000113790",148.243242073295,-1.20876505892646,0.189269529661164,-6.38647468026378,1.69753524685355e-10,2.5529907264093e-09,"1962","EHHADH"
"ENSG00000113916",831.999766573317,-1.08548692694477,0.159456721907625,-6.80740776530953,9.93729787970362e-12,1.90090183022363e-10,"604","BCL6"
"ENSG00000114019",959.874771995163,-1.74356946821579,0.177896812592181,-9.80101578443021,1.11459069752782e-22,1.28589090339676e-20,"51421","AMOTL2"
"ENSG00000114166",396.710577584583,-1.26287604801414,0.161443697705604,-7.82239298258034,5.18285110495869e-15,1.75864639192834e-13,"8850","KAT2B"
"ENSG00000114200",32.7034755859182,-1.74137633319525,0.360747428166425,-4.82713443598521,1.38511624253766e-06,9.38523816857022e-06,"590","BCHE"
"ENSG00000114248",39.0066702836801,2.56041695896583,0.463545933760547,5.52354528966369,3.32226602323753e-08,3.19523458433493e-07,"79782","LRRC31"
"ENSG00000114251",270.807663371398,1.30509897880006,0.236873834416201,5.50967979226834,3.59487044507024e-08,3.42820158020328e-07,"7474","WNT5A"
"ENSG00000114279",78.754843251672,-1.00345541797981,0.326069003134804,-3.07743271618174,0.00208791968050079,0.00647529499001667,"2257","FGF12"
"ENSG00000114346",321.890184201957,1.25761810280066,0.15502501907275,8.11235573666012,4.96476990111918e-16,2.00740649677962e-14,"1894","ECT2"
"ENSG00000114378",42.7851732910646,-1.49565748832917,0.177238025083939,-8.43869416633838,3.20902532663327e-17,1.57466690791581e-15,"3373","HYAL1"
"ENSG00000114455",4.7888237349782,1.26278964854149,0.454287517861438,2.77971460560062,0.00544066906581375,0.0149353730552446,"11148","HHLA2"
"ENSG00000114480",698.357220246107,-1.40188091794615,0.208558921365021,-6.72174994371291,1.7955490558248e-11,3.2685036739902e-10,"2632","GBE1"
"ENSG00000114529",174.583844089744,1.34725150922801,0.312871481357423,4.30608601136425,1.66168468006979e-05,8.91382742823964e-05,"79669","C3orf52"
"ENSG00000114656",46.7000515460537,1.22691352575255,0.193095569366717,6.35391857915943,2.09897964415641e-10,3.11166839537476e-09,"57501","CFAP92"
"ENSG00000114698",505.758789613464,-1.56593736212731,0.186889335518763,-8.37895515964365,5.33996118451852e-17,2.5065951614418e-15,"57088","PLSCR4"
"ENSG00000114737",239.855089609829,1.11119239493896,0.21433006598253,5.18449145174773,2.16605079479726e-07,1.73484561960343e-06,"1154","CISH"
"ENSG00000114771",34.6619416233598,-3.43264491912222,0.477809861564863,-7.184123215624,6.76398435325324e-13,1.58608406361109e-11,"13","AADAC"
"ENSG00000115138",7.63197131034591,-2.02607224412821,0.37542047447046,-5.39680806430718,6.78368885782327e-08,6.12277452612575e-07,"5443","POMC"
"ENSG00000115163",14.6458733819022,1.28745767117642,0.350179059400661,3.67656956238312,0.000236391415321541,0.000948898782465424,"1058","CENPA"
"ENSG00000115221",576.754384635621,1.31479668023525,0.382544598772986,3.43697619689957,0.000588247297226289,0.0021225637116208,"3694","ITGB6"
"ENSG00000115226",81.0622551981952,-1.70922502013497,0.245119961362684,-6.97301439928821,3.10220859276606e-12,6.46285157712852e-11,"64838","FNDC4"
